TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA.html,"Does this book belong in the inform, entertain, or persuade cart?",Persuade,Inform,Persuade,Entertain
TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA_2.html,"Does this book belong in the inform, entertain, or persuade cart?",Inform,Inform,Persuade,Entertain
TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA_3.html,"Does this book belong in the inform, entertain, or persuade cart?",Entertain,Inform,Persuade,Entertain
TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA_4.html,"Does this book belong in the inform, entertain, or persuade cart?",Persuade,Inform,Persuade,Entertain
TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA_5.html,"Does this book belong in the inform, entertain, or persuade cart?",Persuade,Inform,Persuade,Entertain
TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA_6.html,"Does this book belong in the inform, entertain, or persuade cart?",Inform,Inform,Persuade,Entertain
TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA_7.html,"Does this book belong in the inform, entertain, or persuade cart?",Entertain,Inform,Persuade,Entertain
TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA_8.html,"Does this book belong in the inform, entertain, or persuade cart?",Entertain,Inform,Persuade,Entertain
TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA_9.html,"Does this book belong in the inform, entertain, or persuade cart?",Entertain,Inform,Persuade,Entertain
TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA_10.html,"Does this book belong in the inform, entertain, or persuade cart?",Inform,Inform,Persuade,Entertain
TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA_11.html,"Does this book belong in the inform, entertain, or persuade cart?",Inform,Inform,Persuade,Entertain
TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA_12.html,"Does this book belong in the inform, entertain, or persuade cart?",Inform,Inform,Persuade,Entertain
TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA_13.html,"Does this book belong in the inform, entertain, or persuade cart?",Entertain,Inform,Persuade,Entertain
TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA_14.html,"Does this book belong in the inform, entertain, or persuade cart?",Persuade,Inform,Persuade,Entertain
TA,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TA_15.html,"Does this book belong in the inform, entertain, or persuade cart?",Inform,Inform,Persuade,Entertain
TB,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TB.html,"I’m looking for lots of different books. First, I’m looking to take my GED next year. _user_ Can you help me choose a good book to study?",book2,book0,book1,book2
TB,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TB_2.html,"This request is actually for someone else. My sister is really into romance books. _user_, Do you see anything that she might enjoy",book1,book0,book1,book2
TB,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TB_3.html,So. I’m thinking about getting a job in the field of education. Is there a book you could recommend so I can learn more?,book2,book0,book1,book2
TB,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TB_4.html,All my friends are using facebook and I don’t even have a clue how to get on there. Is there a book that will teach me how to use Facebook?,book2,book0,book1,book2
TB,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TB_5.html,"My church recommends reading some books on the history of Christianity. _user_, Do you see a book that will teach me about that?",book0,book0,book1,book2
TB,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TB_6.html,I still need some help. I’m doing some home repairs for my mother. Can you find a book that will help me with the plumbing?,book2,book0,book1,book2
TB,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TB_7.html,"Oh, I almost forgot! I also want to cook for my mother when I visit her, but I don’t know how to cook. _user_, which book do you think would help me?",book0,book0,book1,book2
TB,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TB_8.html,"OK, let me think. I’m really concerned about world pollution and how it affects our health, do you see a book that will help me learn more about that?",book1,book0,book1,book2
TB,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TB_9.html,"I have heard that I should take better care of my mental health, do you have a book that describes how I can raise my self-esteem?",book2,book0,book1,book2
TB,https://csal.autotutor.org/Scripts/Lesson2/ActivityMedia/media/Lesson3TB_10.html,"Finally, I need a book to read for fun. Recently, I got into reading science fiction stories._user_ Which one of these books should I read?""",book1,book0,book1,book2
